1,0.010402,6.0579,0.98862,266.18,0.43927,23.553,4.0103,1440.6,5.4288,1.7086,0.000115,1.7436,1.4564e+05,3.4e+07,0,0.029467,11.776,0,0,0,0.044382,709.49,0.25248,474.56,0.22308,36.83,3.1404,2323.7,4.3533,2.6459,7.62e-05,19.31,79696,1.53e+07,0,0.18087,18.415,0,0,0
2,0.0034177,12.343,0.98864,543.29,0.36235,43.552,4.6986,3670.4,6.4242,2.0024,0.000101,2.4329,3.4855e+05,1.02e+08,0,0.014078,21.776,0,0,0,0.0036089,385.44,0.8736,1524.6,0.10601,82.852,4.8567,11796,6.8684,3.2487,5.34e-05,15.05,5.2857e+05,1.31e+08,0,0.039733,41.426,0,0,0
2,0.0060054,7.0352,0.98966,340.25,0.41545,35.161,4.344,2303.7,5.864,1.7696,0.000112,1.8881,1.9106e+05,4.84e+07,0,0.018196,17.581,0,0,0,0.022927,1024.1,0.40099,854.81,0.16977,56.316,3.5532,5179,5.0532,2.8193,6.77e-05,23.848,1.6082e+05,3.21e+07,0,0.12432,28.158,0,0,0
2,0.001024,47.624,0.96698,721.08,0.18454,59.265,5.038,5777.2,7.5126,2.6922,6.87e-05,5.2612,2.7674e+05,6.14e+07,0,0.0081768,29.632,0,0,0,0.0034581,153.51,0.91779,933.68,0.13801,62.361,5.0074,6870.6,7.1457,3.2155,5.31e-05,9.4384,3.7478e+05,8.75e+07,0,0.043352,31.18,0,0,0
1,0.0067961,9.2212,0.98736,364.78,0.39296,29.403,4.2693,2081.6,5.8552,1.8763,0.000107,2.1156,2.1464e+05,5.44e+07,0,0.022141,14.701,0,0,0,0.025759,261.18,0.60576,331.25,0.19024,30.192,3.5852,1771.7,5.0066,2.8394,6.79e-05,11.973,1.1745e+05,2.59e+07,0,0.13159,15.096,0,0,0
1,0.0099757,4.9825,0.99388,407.01,0.50328,29.716,4.2542,2271.4,5.4948,1.5768,0.000125,1.4665,3.1449e+05,9.8e+07,0,0.038191,14.858,0,0,0,0.043157,729.12,0.29364,516.11,0.21973,38.246,3.1831,2564.7,4.4124,2.6626,7.55e-05,19.59,89507,1.49e+07,0,0.17816,19.123,0,0,0
2,0.0035292,13.054,0.98638,479.19,0.31625,38.921,4.5291,3086.5,6.4065,2.0692,9.56e-05,2.687,2.6364e+05,6.5e+07,0,0.010841,19.46,0,0,0,0.005091,175.84,0.90683,943.7,0.14016,58.185,4.8406,6444.6,6.8112,3.2032,5.46e-05,10.065,3.8107e+05,8.37e+07,0,0.053293,29.092,0,0,0
1,0.0035065,12.474,0.98882,557.9,0.33793,40.495,4.6186,3506.2,6.4109,2.0322,9.85e-05,2.5479,3.2783e+05,8.36e+07,0,0.011206,20.247,0,0,0,0.061278,1980.7,0.053993,1046.9,0.25065,51.865,2.8853,4605.8,3.9568,2.5321,8.19e-05,31.749,1.1377e+05,2.06e+07,0,0.21762,25.933,0,0,0
2,0.0088877,6.0866,0.99391,499.73,0.49117,33.822,4.4055,2858.2,5.6844,1.6522,0.000122,1.5906,2.9954e+05,7.54e+07,0,0.032848,16.911,0,0,0,0.012337,258.33,0.71205,448.57,0.15981,41.785,4.0965,2956.4,5.8498,3.0028,6.15e-05,12.044,1.1538e+05,2.24e+07,0,0.089319,20.892,0,0,0
1,0.0030507,10.264,0.99276,709.09,0.37104,51.386,4.8679,4990.1,6.559,1.9444,0.000104,2.287,3.8759e+05,1.02e+08,0,0.011163,25.693,0,0,0,0.059191,1880.3,0.06761,1008.3,0.24716,51.369,2.9015,4502,4.0024,2.5359,8.13e-05,31.017,1.0998e+05,1.98e+07,0,0.21372,25.684,0,0,0
3,0.017052,6.7453,0.99365,531.12,0.52486,28.425,4.0968,2709.6,5.3035,1.6485,0.000125,1.5599,3.6998e+05,9.38e+07,0,0.061365,14.212,0,0,0,0.0066377,80.91,0.92288,524.59,0.18603,32.343,4.3276,2802.3,6.4696,2.9415,6.07e-05,6.673,3.3059e+05,8.21e+07,0,0.057401,16.172,0,0,0
2,0.006513,7.8691,0.98914,362.2,0.43493,36.654,4.3917,2481.8,5.8603,1.7804,0.000114,1.8786,1.9839e+05,4.82e+07,0,0.020784,18.327,0,0,0,0.011409,1292.7,0.53826,1399.8,0.13217,82.124,3.9561,10417,5.7004,2.9741,6.16e-05,27.252,2.7474e+05,6.82e+07,0,0.083229,41.062,0,0,0
2,0.013358,5.9284,0.99471,559.85,0.47533,34.302,4.2871,3134.4,5.6046,1.6761,0.00012,1.6377,3.1793e+05,8.33e+07,0,0.047972,17.151,0,0,0,0.0023455,45.322,0.96911,733.54,0.19565,46.933,4.7724,4666.4,7.0776,2.6713,6.95e-05,5.1072,3.6731e+05,8.51e+07,0,0.018375,23.466,0,0,0
2,0.0020067,26.631,0.96337,363.52,0.23135,40.613,4.6406,2721.4,6.8423,2.4177,7.9e-05,3.9475,1.2881e+05,2.84e+07,0,0.01101,20.306,0,0,0,0.033598,921.07,0.32799,685.31,0.19541,46.042,3.3263,3644.8,4.6425,2.7371,7.17e-05,22.348,1.3703e+05,2.65e+07,0,0.15296,23.021,0,0,0
2,0.0036587,12.872,0.98867,568.08,0.35322,43.885,4.6703,3797.3,6.4226,2.023,0.0001,2.4988,3.3475e+05,8.8e+07,0,0.013426,21.943,0,0,0,0.023211,2285.1,0.13209,1316.4,0.16091,71.287,3.3486,7596.3,4.7637,2.807,6.75e-05,36.108,1.4078e+05,3.22e+07,0,0.11778,35.644,0,0,0
1,0.0089654,5.6123,0.99252,375.08,0.48216,30.164,4.2659,2165.4,5.5753,1.6361,0.000122,1.576,2.4613e+05,6.9e+07,0,0.025381,15.082,0,0,0,0.020835,949.77,0.39278,782.07,0.16188,53.974,3.5835,4717.7,5.07,2.8629,6.62e-05,23.115,1.4931e+05,2.91e+07,0,0.11453,26.987,0,0,0
2,0.0104,8.3988,0.99132,483.85,0.40637,30.347,4.2035,2610.5,5.7184,1.8455,0.000109,2.0258,2.8211e+05,7.26e+07,0,0.04166,15.174,0,0,0,0.053305,1875,0.19284,1161.5,0.2381,55.58,3.0396,5531.4,4.1931,2.5893,7.94e-05,30.986,2.0364e+05,4.27e+07,0,0.20241,27.79,0,0,0
1,0.015235,4.4998,0.99487,438.83,0.55596,28.511,4.1659,2343.5,5.2431,1.5034,0.000131,1.3029,2.716e+05,6.7e+07,0,0.06028,14.255,0,0,0,0.0055089,11.829,0.98802,493.76,0.34112,32.337,4.3534,2746.3,6.1001,2.0206,9.83e-05,2.5078,3.6137e+05,1.05e+08,0,0.021127,16.168,0,0,0
3,0.0037626,13.622,0.98624,494.83,0.31836,36.963,4.5273,3017.8,6.3802,2.0918,9.47e-05,2.7261,2.72e+05,6.65e+07,0,0.013961,18.481,0,0,0,0.0072489,259.93,0.86479,961.23,0.13613,54.962,4.5294,6128.4,6.3591,3.1413,5.69e-05,12.213,4.7321e+05,1.14e+08,0,0.063028,27.481,0,0,0
2,0.015836,4.3724,0.99409,370.1,0.51927,26.382,4.0608,1974.3,5.2379,1.5465,0.000127,1.3923,1.9111e+05,4.44e+07,0,0.048005,13.191,0,0,0,0.018576,1396.1,0.31136,1013.7,0.1508,64.184,3.541,6336.2,5.0809,2.8591,6.57e-05,28.216,1.5631e+05,3.23e+07,0,0.1048,32.092,0,0,0
3,0.0042736,22.166,0.98945,1050.2,0.32417,51.85,4.7808,6394.3,6.6716,2.2296,9.29e-05,3.1177,5.5429e+05,1.36e+08,0,0.015102,25.925,0,0,0,0.031052,1643.4,0.19865,1025.4,0.18554,58.858,3.2973,5545.3,4.622,2.7587,7.05e-05,30.083,1.3999e+05,2.78e+07,0,0.14454,29.429,0,0,0
2,0.0030654,27.855,0.98588,986.01,0.26021,59.795,4.9468,6924.5,7.0516,2.4135,8.16e-05,3.8078,3.355e+05,7.47e+07,0,0.021704,29.897,0,0,0,0.0011022,45.02,0.96312,610.41,0.18432,57.571,4.9832,5162.1,7.3967,2.6691,6.92e-05,5.1641,2.449e+05,5.71e+07,0,0.0051089,28.785,0,0,0
2,0.0020713,24.281,0.98657,903.83,0.2847,57.45,4.9989,6342.1,7.056,2.3233,8.66e-05,3.4567,4.369e+05,1.09e+08,0,0.008555,28.725,0,0,0,0.0085211,13.011,0.97416,251.79,0.33811,23.181,4.0281,1361,5.7528,2.0743,9.5e-05,2.6246,1.6609e+05,4.64e+07,0,0.050681,11.59,0,0,0
2,0.0076458,12.031,0.99073,648.72,0.3696,40.243,4.5495,3856.9,6.212,2.0154,0.0001,2.4242,3.5589e+05,9.06e+07,0,0.047617,20.121,0,0,0,0.0059834,369.3,0.69735,610.1,0.11629,53.761,4.287,4518.8,6.1389,3.1034,5.71e-05,14.806,1.6581e+05,3.48e+07,0,0.050528,26.88,0,0,0
3,0.0032574,12.49,0.98385,386.69,0.33183,39.029,4.5981,2719.8,6.4179,2.0458,9.74e-05,2.5892,1.5128e+05,3.02e+07,0,0.010391,19.515,0,0,0,0.0026954,23.236,0.96847,368.48,0.24737,36.015,4.5146,2443,6.6448,2.3523,8.19e-05,3.6665,1.455e+05,3e+07,0,0.01475,18.008,0,0,0
3,0.0060268,8.7173,0.99041,454.48,0.42444,36.505,4.4774,2835,5.9826,1.8208,0.000112,1.9704,2.3375e+05,5.35e+07,0,0.019425,18.252,0,0,0,0.020166,521.73,0.6945,853.9,0.16587,49.207,3.8352,4952.4,5.3416,2.9174,6.51e-05,16.967,3.4511e+05,7.49e+07,0,0.11422,24.603,0,0,0
2,0.003713,21.346,0.9803,541.71,0.27518,44.675,4.7282,3741.2,6.7388,2.3119,8.42e-05,3.4291,2.1303e+05,4.73e+07,0,0.033369,22.338,0,0,0,0.030988,1588.7,0.1074,889.92,0.18385,55.595,3.224,4713.7,4.5344,2.7403,7.08e-05,29.7,80217,1.44e+07,0,0.14223,27.798,0,0,0
1,0.0037561,10.334,0.99118,586.1,0.3806,44.307,4.7105,3902,6.366,1.9253,0.000105,2.2365,3.2679e+05,8.13e+07,0,0.013393,22.154,0,0,0,0.04868,1052.7,0.22184,676.42,0.2293,43.026,3.0938,3247.5,4.2625,2.628,7.74e-05,23.409,1.2047e+05,2.48e+07,0,0.19103,21.513,0,0,0
1,0.0033286,16.461,0.98913,757.41,0.32085,43.284,4.6784,4503.5,6.5434,2.1378,9.42e-05,2.8419,5.2194e+05,1.45e+08,0,0.015112,21.642,0,0,0,0.020968,874.28,0.50405,881.41,0.16285,54.49,3.6421,5236.9,5.1273,2.8634,6.63e-05,22.128,2.4907e+05,5.27e+07,0,0.11476,27.245,0,0,0
1,0.011288,5.6338,0.99436,499.02,0.48422,29.422,4.1912,2627,5.4868,1.6329,0.000122,1.5729,3.4991e+05,9.46e+07,0,0.038064,14.711,0,0,0,0.066344,1140.4,0.11493,644.22,0.26341,40.174,2.8467,2829.8,3.9286,2.4761,8.39e-05,23.923,78199,1.31e+07,0,0.22912,20.087,0,0,0
2,0.001616,25.551,0.98539,874.72,0.26531,64.282,5.1021,6975.6,7.222,2.365,8.4e-05,3.6399,3.1689e+05,6.94e+07,0,0.0077302,32.141,0,0,0,0.0053217,26.984,0.98429,858.92,0.25801,40.029,4.4163,4677,6.452,2.4008,8.14e-05,3.7722,4.9451e+05,1.13e+08,0,0.027726,20.014,0,0,0
1,0.0038036,11.279,0.99209,713.25,0.35645,42.518,4.6545,4275.4,6.3835,1.983,0.000101,2.398,5.0496e+05,1.44e+08,0,0.014603,21.259,0,0,0,0.05917,1533.6,0.095205,847.49,0.24756,47.042,2.8899,3805.8,4.0118,2.5135,8.14e-05,28.038,1.0338e+05,1.86e+07,0,0.21332,23.521,0,0,0
2,0.0044543,10.653,0.99298,759.07,0.39767,47.125,4.779,4818.8,6.3829,1.9299,0.000106,2.2141,4.1841e+05,1.06e+08,0,0.017462,23.563,0,0,0,0.0076471,266.57,0.76153,558.91,0.13885,48.814,4.3736,3944,6.193,3.1186,5.75e-05,12.405,1.7054e+05,3.53e+07,0,0.066399,24.407,0,0,0
1,0.0020148,14.483,0.99064,773.34,0.32059,60.209,5.0372,6122.8,6.9193,2.1142,9.46e-05,2.7743,3.1745e+05,7.07e+07,0,0.0081116,30.104,0,0,0,0.037027,539.21,0.30552,388.21,0.20718,34.436,3.2453,1986.5,4.5322,2.7013,7.33e-05,17.041,68401,1.26e+07,0,0.16213,17.218,0,0,0
1,0.010263,9.8623,0.99373,786.88,0.45056,35.6,4.345,4114.5,5.7718,1.8171,0.000114,1.9502,5.8073e+05,1.56e+08,0,0.037119,17.8,0,0,0,0.0086404,75.519,0.92845,527.7,0.19633,32.522,4.3215,2830.5,6.3319,2.9084,6.17e-05,6.4837,3.2449e+05,8.07e+07,0,0.069728,16.261,0,0,0
3,0.0080547,5.2695,0.99001,263.68,0.45848,27.35,4.1939,1585.7,5.563,1.6436,0.000119,1.6208,1.6025e+05,4.63e+07,0,0.025218,13.675,0,0,0,0.058251,1765.5,0.088723,968.67,0.24583,50.277,2.9215,4351.8,4.0286,2.5428,8.1e-05,30.023,1.1643e+05,2.16e+07,0,0.21167,25.138,0,0,0
3,0.0019214,28.816,0.97565,591.68,0.25513,47.326,4.7926,4147,6.9417,2.405,8.21e-05,3.8123,3.2849e+05,8.32e+07,0,0.010045,23.663,0,0,0,0.0010365,289.73,0.86266,1054.8,0.089646,89.427,4.9435,11067,7.4393,3.3042,5.38e-05,13.273,2.3757e+05,5.91e+07,0,0.013341,44.714,0,0,0
2,0.000931,42.763,0.98158,1160.6,0.21769,77.98,5.3118,9880.5,7.671,2.6044,7.44e-05,4.7003,4.8605e+05,1.25e+08,0,0.0040265,38.99,0,0,0,0.00033,234.58,0.91452,1372.2,0.087015,128.55,5.5846,20375,8.3432,3.4617,4.51e-05,12.013,2.7196e+05,8.29e+07,0,0.000892,64.277,0,0,0
1,0.0052507,11.049,0.99091,607.68,0.38232,38.534,4.5424,3575.1,6.1924,1.9456,0.000105,2.2763,3.4079e+05,8.04e+07,0,0.016523,19.267,0,0,0,0.030967,894.21,0.32825,665.58,0.1893,45.911,3.3284,3581.4,4.6922,2.7277,7.14e-05,22.104,1.3831e+05,2.82e+07,0,0.14497,22.956,0,0,0
2,0.0049419,19.38,0.99242,1278.5,0.31669,50.116,4.6792,7159,6.5595,2.2052,9.22e-05,3.0328,8.4047e+05,2.2e+08,0,0.021192,25.058,0,0,0,0.01049,568.66,0.80596,1465.3,0.13566,73.62,4.3443,10092,6.1057,3.0731,5.96e-05,17.892,5.1487e+05,1.18e+08,0,0.080262,36.81,0,0,0
3,0.0030151,21.56,0.97415,417.01,0.26832,38.238,4.592,2778.5,6.6558,2.3105,8.45e-05,3.4522,1.8047e+05,4.18e+07,0,0.022949,19.119,0,0,0,0.019646,1045.1,0.38787,853.66,0.15682,56.972,3.5707,5221.2,5.0958,2.836,6.64e-05,24.36,1.711e+05,3.61e+07,0,0.10957,28.486,0,0,0
1,0.0024566,16.444,0.99009,829.87,0.31317,53.3,4.8866,5646.8,6.8032,2.1536,9.33e-05,2.8972,4.7571e+05,1.19e+08,0,0.0090506,26.65,0,0,0,0.063997,1942.4,0.04817,1020.3,0.25638,50.78,2.8574,4435.5,3.913,2.5141,8.28e-05,31.356,1.0904e+05,1.94e+07,0,0.22329,25.39,0,0,0
3,0.0090721,6.1583,0.99077,333.52,0.4547,28.055,4.2022,1896.9,5.5864,1.6926,0.000118,1.6987,1.8317e+05,4.6e+07,0,0.029056,14.027,0,0,0,0.00148,31.556,0.97437,615.6,0.22314,55.68,4.9633,5003,7.2462,2.4912,7.67e-05,4.2353,1.5602e+05,3.01e+07,0,0.012132,27.84,0,0,0
1,0.0074684,13.327,0.99432,1173.5,0.43537,47.22,4.6556,6492.5,6.1693,1.9296,0.00011,2.2097,8.5106e+05,2.38e+08,0,0.031576,23.61,0,0,0,0.0011102,82.042,0.96787,1276.9,0.15444,66.944,5.1375,8845.5,7.7552,2.9413,6.09e-05,6.7633,6.4294e+05,1.55e+08,0,0.0089691,33.472,0,0,0
2,0.0049304,8.4083,0.98703,324.08,0.37202,35.313,4.3576,2246.2,6.0181,1.8681,0.000106,2.1441,1.8123e+05,4.73e+07,0,0.017958,17.657,0,0,0,0.029824,1127.7,0.31105,818.44,0.18791,53.022,3.4121,4607.2,4.7843,2.7906,6.99e-05,24.802,1.3079e+05,2.49e+07,0,0.14505,26.511,0,0,0
2,0.026552,7.7721,0.99539,842.11,0.5546,31.857,4.05,4133.9,5.1456,1.6152,0.000128,1.5151,6.9687e+05,2.09e+08,0,0.086486,15.928,0,0,0,0.0061089,25.729,0.98305,758.81,0.27472,43.722,4.6172,4538.7,6.616,2.3837,8.21e-05,3.6507,3.4296e+05,7.39e+07,0,0.04912,21.861,0,0,0
2,0.0046552,11.975,0.97806,272.87,0.31605,29.034,4.2147,1695.5,6.0572,2.04,9.6e-05,2.6255,1.4709e+05,3.84e+07,0,0.014515,14.517,0,0,0,0.064275,2225.1,0.019073,1134.2,0.25529,53.432,2.825,4872.7,3.8731,2.4985,8.31e-05,33.637,1.141e+05,2.1e+07,0,0.22277,26.716,0,0,0
1,0.020986,2.8949,0.99318,212.1,0.59293,21.776,3.9144,1164.6,4.869,1.3597,0.000138,1.0797,1.1041e+05,2.84e+07,0,0.077021,10.888,0,0,0,0.011009,93.308,0.9129,535.67,0.19303,32.832,4.2781,2864.7,6.0946,2.9736,6.06e-05,7.2023,3.192e+05,7.9e+07,0,0.080008,16.416,0,0,0
2,0.015509,3.684,0.9931,266.96,0.53759,24.449,4.036,1480.9,5.1543,1.4725,0.000131,1.2785,1.4345e+05,3.83e+07,0,0.052018,12.225,0,0,0,0.0021661,14.521,0.9846,471.32,0.30431,47.137,4.7666,3666,6.6892,2.1271,9.26e-05,2.8513,2.4632e+05,6.63e+07,0,0.0074204,23.568,0,0,0
1,0.017434,3.6484,0.99449,331.19,0.58086,24.769,4.044,1750.7,5.0441,1.4129,0.000136,1.1647,2.2045e+05,5.72e+07,0,0.065255,12.385,0,0,0,0.0073425,167.48,0.85661,584,0.14619,41.933,4.4304,3575,6.2502,3.1145,5.74e-05,9.8436,2.8585e+05,7.01e+07,0,0.060876,20.967,0,0,0
1,0.010113,7.8771,0.98987,388.99,0.42254,25.911,4.0451,2026.2,5.5216,1.7838,0.000113,1.908,2.3699e+05,5.64e+07,0,0.027915,12.955,0,0,0,0.023179,118.25,0.72259,213.13,0.20578,23.025,3.6937,1108,5.1672,2.8622,6.71e-05,8.0677,92104,2.2e+07,0,0.12419,11.512,0,0,0
3,0.0025454,24.108,0.97682,520.09,0.24234,40.982,4.6503,3376.2,6.7713,2.3751,8.06e-05,3.7598,2.4942e+05,5.67e+07,0,0.016582,20.491,0,0,0,0.0065623,6.729,0.99723,1213.8,0.50136,53.162,4.8479,7182.9,6.1206,1.6783,0.000121,1.6163,9.56e+05,3.06e+08,0,0.024723,26.581,0,0,0
3,0.0023311,20.605,0.98706,795.96,0.30921,54.765,4.9546,5644.3,6.9215,2.242,9.06e-05,3.1512,3.75e+05,9.01e+07,0,0.010319,27.382,0,0,0,0.054908,1398.2,0.084427,763.58,0.23969,45.821,2.7449,3511.6,4.0826,2.332,8.5e-05,26.896,72724,1.14e+07,0,0.20442,22.91,0,0,0
2,0.0045767,9.549,0.98541,327.24,0.36113,31.278,4.3559,2024.2,6.0404,1.9292,0.000102,2.2755,2.0596e+05,5.74e+07,0,0.019099,15.639,0,0,0,0.0039328,92.092,0.93777,739.95,0.16809,46.853,4.7631,4639.3,7.0106,3.0126,5.79e-05,7.2607,3.8773e+05,8.84e+07,0,0.045178,23.426,0,0,0
